cell_id,length_pixels,num_branches,num_components,soma_area,soma_perimeter,soma_circularity,cell_area,cell_perimeter,cell_convex_hull_area,cell_convex_hull_perimeter,cell_solidity,cell_convexity,cell_circularity,xmin,ymin,xmax,ymax,image_name,scan_folder,global_cell_id
0,125,10,3,419,79.25483322143555,0.8382477071288373,1140,293.5634891986847,3643.0,249.1204481124878,0.3129289047488334,0.8486084178672583,0.16623047025836962,93.8584,428.46722,202.51474,512.0,tile_00005_x78336_y2048_gray_matter,Image_2018-004_Temporal_pole_Iba1_Batch_3,tile_00005_x78336_y2048_gray_matter_cell_0
0,43,3,1,481,82.76955199241638,0.8822948239362974,839,185.1959581375122,1313.5,163.8844940662384,0.6387514274838219,0.8849247883938722,0.30740350622109636,277.04718,153.49197,363.09943,194.73648,tile_00009_x76800_y2560_gray_matter,Image_2018-004_Temporal_pole_Iba1_Batch_3,tile_00009_x76800_y2560_gray_matter_cell_0
0,80,4,3,406,75.94112491607666,0.8846711107984294,706,207.5807341337204,1889.0,227.6072939634323,0.3737427210164108,1.0964760044485202,0.20589247677557265,388.40875,292.5782,464.75616,404.09912,tile_00010_x77312_y2560_gray_matter,Image_2018-004_Temporal_pole_Iba1_Batch_3,tile_00010_x77312_y2560_gray_matter_cell_0
0,65,0,2,451,78.42640614509583,0.9214287900596905,868,217.722869515419,1634.5,176.45917749404907,0.5310492505353319,0.8104760785432893,0.23010258102918416,410.8769,442.45905,498.83868,509.92145,tile_00011_x77824_y2560_gray_matter,Image_2018-004_Temporal_pole_Iba1_Batch_3,tile_00011_x77824_y2560_gray_matter_cell_0
0,155,4,4,524,90.91168737411499,0.7967126517791598,1033,362.7766922712326,4560.0,308.4605972766876,0.22653508771929826,0.850276778658274,0.09863508705049898,340.44843,202.72241,444.74274,334.17432,tile_00012_x78336_y2560_gray_matter,Image_2018-004_Temporal_pole_Iba1_Batch_3,tile_00012_x78336_y2560_gray_matter_cell_0
0,108,0,4,976,120.32590091228485,0.8471131775530936,1221,269.2792184352875,3371.0,264.0294644832611,0.36220706021951943,0.9805044222033495,0.21160204069066274,7.0500793,256.2701,137.07025,365.91574,tile_00013_x78848_y2560_gray_matter,Image_2018-004_Temporal_pole_Iba1_Batch_3,tile_00013_x78848_y2560_gray_matter_cell_0
1,191,12,4,330,65.11269783973694,0.9781206411826349,1244,472.27416610717773,4785.5,282.3155440092087,0.25995193814648415,0.5977789264576037,0.07008770907866446,425.34045,361.1588,512.0,503.5442,tile_00013_x78848_y2560_gray_matter,Image_2018-004_Temporal_pole_Iba1_Batch_3,tile_00013_x78848_y2560_gray_matter_cell_1
0,97,6,4,432,93.01219260692596,0.627500167836884,952,278.7939372062683,2412.0,199.01992177963257,0.3946932006633499,0.7138602932831564,0.15391472195661185,228.56487,396.48596,310.20856,470.60522,tile_00016_x75776_y3072_gray_matter,Image_2018-004_Temporal_pole_Iba1_Batch_3,tile_00016_x75776_y3072_gray_matter_cell_0
1,256,9,5,611,103.15432798862457,0.7215661741294194,1395,521.7300097942352,7431.5,318.48012590408325,0.18771445872300344,0.610430912397944,0.06440097400427663,378.55847,349.70758,500.67017,470.40045,tile_00016_x75776_y3072_gray_matter,Image_2018-004_Temporal_pole_Iba1_Batch_3,tile_00016_x75776_y3072_gray_matter_cell_1
0,130,5,5,595,113.53910398483276,0.5800105652514402,1499,392.0904005765915,3838.5,260.7706243991852,0.3905171290868829,0.6650778086270589,0.12252905312302295,219.98593,164.07605,366.50253,285.959,tile_00022_x78848_y3072_gray_matter,Image_2018-004_Temporal_pole_Iba1_Batch_3,tile_00022_x78848_y3072_gray_matter_cell_0
1,69,0,3,455,79.35533845424652,0.907964699707265,806,191.78174459934235,1690.5,169.47230684757233,0.476782017154688,0.883672777102026,0.2753787192978063,62.5801,14.226585,116.261345,103.56621,tile_00022_x78848_y3072_gray_matter,Image_2018-004_Temporal_pole_Iba1_Batch_3,tile_00022_x78848_y3072_gray_matter_cell_1
0,118,3,5,806,128.08326029777527,0.6173908065670946,1579,403.8061298131943,3846.5,297.03397369384766,0.41050305472507476,0.7355855985426949,0.12168755900722304,122.854126,375.15717,270.59323,448.86676,tile_00025_x75264_y3584_gray_matter,Image_2018-004_Temporal_pole_Iba1_Batch_3,tile_00025_x75264_y3584_gray_matter_cell_0
1,115,6,5,806,128.08326029777527,0.6173908065670946,1546,382.8771975040436,3445.0,285.2439396381378,0.44876632801161104,0.7450011165397891,0.1325257738142303,126.52292,372.31866,269.2666,430.0987,tile_00025_x75264_y3584_gray_matter,Image_2018-004_Temporal_pole_Iba1_Batch_3,tile_00025_x75264_y3584_gray_matter_cell_1
0,114,13,1,269,59.94112491607666,0.940832618333617,925,300.14927566051483,2444.5,202.34065628051758,0.37840049089793415,0.6741334152322789,0.1290259298292157,136.3869,368.36865,215.06165,453.48523,tile_00027_x76288_y3584_gray_matter,Image_2018-004_Temporal_pole_Iba1_Batch_3,tile_00027_x76288_y3584_gray_matter_cell_0
1,74,4,3,617,95.15432798862457,0.8563236431968027,1307,217.722869515419,2446.5,238.45968079566956,0.5342325771510321,1.0952440656620226,0.3464793472409489,337.596,124.290924,412.51392,232.48001,tile_00027_x76288_y3584_gray_matter,Image_2018-004_Temporal_pole_Iba1_Batch_3,tile_00027_x76288_y3584_gray_matter_cell_1
0,213,14,1,309,65.35533845424652,0.909088590742705,1228,523.4873691797256,6520.0,334.27267372608185,0.18834355828220858,0.6385496449510668,0.056311334035501856,407.55444,4.7239685,510.81848,150.79797,tile_00032_x78848_y3584_gray_matter,Image_2018-004_Temporal_pole_Iba1_Batch_3,tile_00032_x78848_y3584_gray_matter_cell_0
0,164,27,2,390,73.69848430156708,0.9023132997105302,1097,367.9482651948929,3485.0,231.21315443515778,0.3147776183644189,0.6283849560010564,0.10182231628872665,191.08838,94.554016,294.02368,194.40988,tile_00034_x79872_y3584_gray_matter,Image_2018-004_Temporal_pole_Iba1_Batch_3,tile_00034_x79872_y3584_gray_matter_cell_0
0,36,3,2,292,62.870057225227356,0.9283355978260898,624,138.6690467596054,833.5,127.86713588237762,0.7486502699460108,0.9221029412861415,0.4077888937285404,327.0995,260.23804,370.44336,316.3546,tile_00036_x75264_y4096_gray_matter,Image_2018-004_Temporal_pole_Iba1_Batch_3,tile_00036_x75264_y4096_gray_matter_cell_0
0,158,23,4,372,73.35533845424652,0.8687390697513703,1828,326.3919162750244,3056.5,223.5383278131485,0.5980696875511206,0.6848770348368266,0.2156290488807985,39.899815,137.43802,129.94595,206.45053,tile_00038_x76288_y4096_gray_matter,Image_2018-004_Temporal_pole_Iba1_Batch_3,tile_00038_x76288_y4096_gray_matter_cell_0
1,258,34,3,372,73.35533845424652,0.8687390697513703,2251,489.24472856521606,5765.0,336.21788465976715,0.3904596704249783,0.6872182060004546,0.11817702397528561,40.913635,136.99052,204.01306,207.09837,tile_00038_x76288_y4096_gray_matter,Image_2018-004_Temporal_pole_Iba1_Batch_3,tile_00038_x76288_y4096_gray_matter_cell_1
0,87,1,3,318,65.94112491607666,0.9190185566318517,1237,275.2792184352875,2652.0,201.00684583187103,0.46644042232277527,0.7301925912693756,0.20513166755058185,0.0,365.7713,82.6207,431.1961,tile_00041_x77824_y4096_gray_matter,Image_2018-004_Temporal_pole_Iba1_Batch_3,tile_00041_x77824_y4096_gray_matter_cell_0
0,139,18,3,739,116.66904675960541,0.6822491502604968,712,280.3502861261368,3704.5,240.41550242900848,0.19219867728438386,0.8575539756033614,0.11383815549238879,133.53664,48.584705,225.94466,123.604324,tile_00042_x78336_y4096_gray_matter,Image_2018-004_Temporal_pole_Iba1_Batch_3,tile_00042_x78336_y4096_gray_matter_cell_0
0,230,24,7,1716,189.78174459934235,0.5987124348702383,2600,497.9310202598572,6841.0,314.0035670995712,0.380061394532963,0.6306166001381095,0.13177858688881483,226.05013,72.21469,356.98358,201.98892,tile_00043_x78848_y4096_gray_matter,Image_2018-004_Temporal_pole_Iba1_Batch_3,tile_00043_x78848_y4096_gray_matter_cell_0
0,336,17,8,1479,172.1248904466629,0.6273222396930237,3405,689.1269783973694,10127.0,402.4920117855072,0.33622988051742864,0.5840607383004229,0.09010076444254186,0.0,0.0,109.438324,177.48593,tile_00044_x79360_y4096_gray_matter,Image_2018-004_Temporal_pole_Iba1_Batch_3,tile_00044_x79360_y4096_gray_matter_cell_0
1,108,12,2,541,86.76955199241638,0.9029681229660836,1215,314.4924215078354,2873.0,211.77022886276245,0.4229028889662374,0.6733714849071055,0.1543710197315824,332.09137,2.7646484,431.0782,87.1794,tile_00044_x79360_y4096_gray_matter,Image_2018-004_Temporal_pole_Iba1_Batch_3,tile_00044_x79360_y4096_gray_matter_cell_1
2,36,3,3,455,80.5269113779068,0.8817372261876685,787,161.29646337032318,1032.5,128.3062310218811,0.762227602905569,0.7954683465520304,0.38013241637443396,112.26881,470.22345,173.50787,512.0,tile_00044_x79360_y4096_gray_matter,Image_2018-004_Temporal_pole_Iba1_Batch_3,tile_00044_x79360_y4096_gray_matter_cell_2
0,126,12,3,722,107.9827550649643,0.7781050857721086,1544,371.7056245803833,3389.0,229.01562368869781,0.45559161994688696,0.6161209530989273,0.14042967618180038,1.9363174,296.27454,81.894714,397.17896,tile_00045_x79872_y4096_gray_matter,Image_2018-004_Temporal_pole_Iba1_Batch_3,tile_00045_x79872_y4096_gray_matter_cell_0
0,176,11,3,543,95.5979790687561,0.7466417500189629,1063,310.0071402788162,4968.0,301.99841117858887,0.2139694041867955,0.9741659850382013,0.13899517823199567,0.0,364.377,66.61653,512.0,tile_00046_x74240_y4608_gray_matter,Image_2018-004_Temporal_pole_Iba1_Batch_3,tile_00046_x74240_y4608_gray_matter_cell_0
0,13,3,2,681,136.36753106117249,0.46018771489534166,899,175.33809351921082,1161.5,144.77446031570435,0.7739991390443393,0.8256874328329697,0.36746585924459096,396.60846,58.812675,449.13666,119.58849,tile_00047_x74752_y4608_gray_matter,Image_2018-004_Temporal_pole_Iba1_Batch_3,tile_00047_x74752_y4608_gray_matter_cell_0
0,85,3,3,870,117.15432798862457,0.796548900009037,840,243.37972366809845,2654.5,203.88359761238098,0.3164437747221699,0.8377180914644349,0.17820519598175358,322.11438,104.30504,395.1222,180.65373,tile_00048_x75264_y4608_gray_matter,Image_2018-004_Temporal_pole_Iba1_Batch_3,tile_00048_x75264_y4608_gray_matter_cell_0
1,181,8,4,360,70.5269113779068,0.9094998564231144,791,300.3502861261368,5492.0,307.0914845466614,0.14402767662053897,1.0224444547980005,0.11018697172766168,335.47375,355.3385,459.09387,484.1051,tile_00048_x75264_y4608_gray_matter,Image_2018-004_Temporal_pole_Iba1_Batch_3,tile_00048_x75264_y4608_gray_matter_cell_1
2,268,14,2,451,89.39696860313416,0.7091544314844254,997,377.11983811855316,10536.5,408.67609333992004,0.09462345181037346,1.0836769960944,0.0880939867732087,114.325226,0.0,271.47443,126.38756,tile_00048_x75264_y4608_gray_matter,Image_2018-004_Temporal_pole_Iba1_Batch_3,tile_00048_x75264_y4608_gray_matter_cell_2
0,129,7,2,420,93.49747383594513,0.6037531370916456,1036,365.0193328857422,3362.0,342.30642557144165,0.30814991076740034,0.9377761524718744,0.09770974623128854,326.07724,232.88257,505.8198,401.23962,tile_00049_x75776_y4608_gray_matter,Image_2018-004_Temporal_pole_Iba1_Batch_3,tile_00049_x75776_y4608_gray_matter_cell_0
1,104,5,3,302,63.11269783973694,0.9527595635437788,785,258.1076455116272,2199.0,224.4341834783554,0.3569804456571169,0.8695371384039267,0.1480736502181466,222.12878,314.6341,315.66693,414.29425,tile_00049_x75776_y4608_gray_matter,Image_2018-004_Temporal_pole_Iba1_Batch_3,tile_00049_x75776_y4608_gray_matter_cell_1
2,130,18,2,198,58.72792184352875,0.7214160298331608,464,245.23758828639984,1483.0,201.73428010940552,0.3128792987188132,0.8226075028670191,0.0969513300650023,0.12113953,397.68622,68.39992,512.0,tile_00049_x75776_y4608_gray_matter,Image_2018-004_Temporal_pole_Iba1_Batch_3,tile_00049_x75776_y4608_gray_matter_cell_2
0,296,21,4,369,71.94112491607666,0.8959458895026846,1257,522.4163014888763,10537.0,444.8426990509033,0.11929391667457531,0.8515099888405286,0.057877758225973006,114.64678,160.4393,256.77466,383.52945,tile_00050_x76288_y4608_gray_matter,Image_2018-004_Temporal_pole_Iba1_Batch_3,tile_00050_x76288_y4608_gray_matter_cell_0
1,57,5,2,437,79.35533845424652,0.8720452170814831,706,198.16652059555054,1490.5,147.67798626422882,0.47366655484736664,0.7452216742788421,0.22591964495339223,296.18704,162.14005,348.4722,232.53851,tile_00050_x76288_y4608_gray_matter,Image_2018-004_Temporal_pole_Iba1_Batch_3,tile_00050_x76288_y4608_gray_matter_cell_1
0,135,12,2,833,147.5807341337204,0.4806130208899028,1307,360.3330411911011,4998.5,318.0492842197418,0.26147844353305993,0.88265367829831,0.12649614117351557,261.20825,296.64032,393.46173,405.91705,tile_00052_x77312_y4608_gray_matter,Image_2018-004_Temporal_pole_Iba1_Batch_3,tile_00052_x77312_y4608_gray_matter_cell_0
0,285,33,2,303,62.870057225227356,0.9633071443195383,1486,597.0853482484818,6676.5,361.3862042427063,0.22257170673256946,0.6052504977769319,0.05237883623513633,136.6062,399.8864,318.2041,512.0,tile_00053_x77824_y4608_gray_matter,Image_2018-004_Temporal_pole_Iba1_Batch_3,tile_00053_x77824_y4608_gray_matter_cell_0
0,65,12,3,300,62.28427076339722,0.971794307425627,778,169.09545290470123,980.0,132.0016039609909,0.7938775510204081,0.780633669879842,0.3419208641796913,0.08668518,93.20565,56.30869,166.39865,tile_00054_x78336_y4608_gray_matter,Image_2018-004_Temporal_pole_Iba1_Batch_3,tile_00054_x78336_y4608_gray_matter_cell_0
0,324,14,4,833,126.22539567947388,0.6569939705562647,2141,710.0975408554077,13748.0,512.5088666677475,0.15573174279895258,0.7217443198723965,0.053356890737330694,136.12927,192.02824,309.11728,404.6502,tile_00055_x78848_y4608_gray_matter,Image_2018-004_Temporal_pole_Iba1_Batch_3,tile_00055_x78848_y4608_gray_matter_cell_0
1,48,0,4,537,88.76955199241638,0.856359448091317,744,176.61017167568207,1234.0,161.0845971107483,0.6029173419773096,0.9120912775429257,0.2997446043505502,4.656433,404.70966,89.29863,478.59302,tile_00055_x78848_y4608_gray_matter,Image_2018-004_Temporal_pole_Iba1_Batch_3,tile_00055_x78848_y4608_gray_matter_cell_1
2,273,20,4,497,86.56854152679443,0.833385713600164,1547,531.7300097942352,7571.0,327.94890236854553,0.20433232069739796,0.6167583102850499,0.0687571448514316,188.5058,18.84285,308.56647,162.21097,tile_00055_x78848_y4608_gray_matter,Image_2018-004_Temporal_pole_Iba1_Batch_3,tile_00055_x78848_y4608_gray_matter_cell_2
3,332,17,4,497,86.56854152679443,0.833385713600164,1583,551.2447285652161,9549.5,383.8292078971863,0.1657678412482329,0.6962954709720669,0.06546390079355091,185.65186,24.342102,359.94208,166.6344,tile_00055_x78848_y4608_gray_matter,Image_2018-004_Temporal_pole_Iba1_Batch_3,tile_00055_x78848_y4608_gray_matter_cell_3
0,119,7,2,414,78.76955199241638,0.8384814410114323,782,291.1787132024765,3035.0,220.96843326091766,0.25766062602965406,0.7588756431767839,0.11590371921908453,389.5841,114.75978,481.3689,192.34468,tile_00056_x79360_y4608_gray_matter,Image_2018-004_Temporal_pole_Iba1_Batch_3,tile_00056_x79360_y4608_gray_matter_cell_0
1,36,0,1,560,89.01219260692596,0.8881757124653616,1172,151.0538227558136,1250.5,139.77594327926636,0.9372251099560176,0.9253386688877214,0.6454669867529739,0.0,232.96938,45.55682,298.5775,tile_00056_x79360_y4608_gray_matter,Image_2018-004_Temporal_pole_Iba1_Batch_3,tile_00056_x79360_y4608_gray_matter_cell_1
